query_norm,q_count,ctr,mrr
caught naked pics,22,1.0,0.06320560011148904
acrylic joker,28,1.0,0.055272411858579326
hotstepper mp3,36,1.0,0.040635475185159975
freeones,66,0.9848484848484849,0.9846153846153847
koika,106,0.9811320754716981,0.07245585332126256
aol crime news,49,0.9795918367346939,1.0
www pictureview com,97,0.979381443298969,0.9947368421052631
charleston gazette,93,0.978494623655914,0.9518576661433804
flalottery,44,0.9772727272727273,1.0
hello kitty princess,39,0.9743589743589743,0.5611319966583125
dress up games for kids,38,0.9736842105263158,0.9756756756756757
african wooden combs,36,0.9722222222222222,0.03937806755670951
nash community college,143,0.972027972027972,0.9898081534772181
ups tracking,35,0.9714285714285714,0.9607843137254901
free tiny tit asian girls,35,0.9714285714285714,0.3240849440765919
nude girls,70,0.9714285714285714,0.08059666844941554
traci lords gallery,34,0.9705882352941176,0.05926235188116088
bbcvietnamese com,33,0.9696969696969697,0.984375
antique german silver purses,32,0.96875,0.06584607239935944
wknr,31,0.967741935483871,0.9833333333333333
sun dresses,31,0.967741935483871,0.0947977365361605
free tiny tit girls,30,0.9666666666666667,0.10566273434392401
aaa speed trap in florida,29,0.9655172413793104,0.252791058148201
africa kenya newspapers,57,0.9649122807017544,0.19072150072150076
my lycos,28,0.9642857142857143,1.0
agentcafe com,28,0.9642857142857143,0.7037037037037037
fafsa,27,0.9629629629629629,0.917948717948718
craigslist ny,27,0.9629629629629629,0.9102564102564101
cdot,27,0.9629629629629629,0.5
pncbank com,26,0.9615384615384616,1.0
mv times,26,0.9615384615384616,0.9533333333333333
birdsnways,26,0.9615384615384616,0.66
jamierenae com,25,0.96,0.25979136604136605
1957 buick special for sale,25,0.96,0.24544190150807796
african adire,25,0.96,0.057912808452845195
bbandt com,73,0.958904109589041,0.9892857142857143
photos of fresno california,48,0.9583333333333334,0.1445400746751851
milk thistle,24,0.9583333333333334,0.14447879291329144
naked young girls,24,0.9583333333333334,0.0832027418607445
wtam cleveland,47,0.9574468085106383,0.9507407407407407
muvico 24,47,0.9574468085106383,0.8581481481481481
foodservicerumors com,23,0.9565217391304348,0.9590909090909091
continental airlines,23,0.9565217391304348,0.9393939393939394
putas,23,0.9565217391304348,0.4102996137165488
los culos mas grandes,23,0.9565217391304348,0.37164502164502156
nigeria news,23,0.9565217391304348,0.35633392751039805
i ll go on loving you lyrics from alan jackson,23,0.9565217391304348,0.10769264814888904
cfnm,23,0.9565217391304348,0.08748435294332978
donbest,540,0.9555555555555556,0.997093023255814
concord nh weather report,22,0.9545454545454546,1.0
hotornot com,22,0.9545454545454546,1.0
gjsentinel,22,0.9545454545454546,0.9682539682539684
system of a down music video codes,22,0.9545454545454546,0.4206916099773243
sexo duro,22,0.9545454545454546,0.24724283652855078
chinese astrology tiger,22,0.9545454545454546,0.06987534116603053
wachovia,43,0.9534883720930233,0.9790940766550522
crossdresser com,86,0.9534883720930233,0.08272748171239384
iwon,193,0.9533678756476683,0.9660326086956523
department of children and families,64,0.953125,0.9781420765027323
soverign bank,21,0.9523809523809523,1.0
baynews9,21,0.9523809523809523,0.9666666666666666
epic cams,21,0.9523809523809523,0.8088095238095236
radio fm veracruz veracruz,21,0.9523809523809523,0.6824999999999999
50cent,21,0.9523809523809523,0.2726475607725608
preteenz,21,0.9523809523809523,0.17991987179487184
willy t s pictures norman island,21,0.9523809523809523,0.14080555742067954
christie repasy,21,0.9523809523809523,0.09147301066998167
pierpoint landing,81,0.9506172839506173,1.0
ny lotto,20,0.95,0.712280701754386
san diego jobs,20,0.95,0.2432057708373498
james blunt your beautiful music code,20,0.95,0.2366509221772379
free tiny tit teen girls,20,0.95,0.21741683475964865
ines cudna,20,0.95,0.1190985098462252
solomon s seal and ligaments,20,0.95,0.09725716421642872
free kindergarten learning pages,20,0.95,0.050582919530910875
plenty,78,0.9487179487179487,0.8693693693693693
easter note cards,39,0.9487179487179487,0.08949801878528227
bank of america,97,0.9484536082474226,1.0
free republic,114,0.9473684210526315,0.973027851955055
sault ste marie mi weather,37,0.9459459459459459,1.0
underground railway massachusetts,37,0.9459459459459459,0.08392164448958
young girls galleries,36,0.9444444444444444,0.10795835764428978
jimfeist,273,0.9413919413919414,1.0
young nude girls,34,0.9411764705882353,0.07144333798920408
bankofamerica,278,0.9388489208633094,1.0
yahoosports,228,0.9385964912280702,0.9908099688473521
leesburg library,65,0.9384615384615385,1.0
sexy shoes,65,0.9384615384615385,0.06867303118313557
pagan kitchen,32,0.9375,0.27512323231399666
oakland raiders,79,0.9367088607594937,0.22125160875160874
masturbation clips,62,0.9354838709677419,0.09932759984773791
simslots com,107,0.9345794392523364,0.9864285714285714
the pianist,30,0.9333333333333333,0.326530612244898
free sex games,59,0.9322033898305084,0.4789898989898991
yahoomail com,44,0.9318181818181818,0.8983739837398372
free kinky pics,73,0.9315068493150684,0.41534197012138185
weddingchannel com,58,0.9310344827586207,1.0
insidewinston com,116,0.9310344827586207,0.9907407407407407
xxx,29,0.9310344827586207,0.17370370370370372
texas businesses for sale,43,0.9302325581395349,0.10021995904993804
belamionline com,56,0.9285714285714286,1.0
my yahoo,28,0.9285714285714286,0.6891025641025641
yahoo sports,249,0.927710843373494,0.5173160173160173
match com,124,0.9274193548387096,0.9221739130434784
ask jeeves,96,0.9270833333333334,0.8899812734082396
sault ste marie mi news,27,0.9259259259259259,0.94
www briloon org,27,0.9259259259259259,0.4657142857142857
webshots com,53,0.9245283018867925,0.9183673469387755
stanislaus library,65,0.9230769230769231,1.0
frfcu,39,0.9230769230769231,1.0
clarksville leaf chronicle,101,0.9207920792079208,1.0
accuweather,25,0.92,1.0
wwwbigcocks,25,0.92,0.43033723522853956
nalgas calientes,50,0.92,0.39231366459627326
kiss and tell mp3 g love special sauce free,25,0.92,0.023177488068791097
cities in texas,37,0.918918918918919,1.0
mirrored furniture,37,0.918918918918919,0.08938398311111431
lightspeed girls barely 19,24,0.9166666666666666,0.9090909090909091
fidelity com,240,0.9166666666666666,0.848015873015873
radio veracruz,204,0.9166666666666666,0.33716757099110034
remax queens ny,36,0.9166666666666666,0.254295604714265
yahoo mail,306,0.9150326797385621,0.9709268707482993
harlequin,105,0.9142857142857143,1.0
usajobs com,70,0.9142857142857143,0.8723958333333334
putas nalgas chilenas,23,0.9130434782608695,0.3672314986600701
pet markers,23,0.9130434782608695,0.13296880156638247
gothicmatch com,34,0.9117647058823529,0.9758064516129032
lenore,45,0.9111111111111111,0.14437068471160433
squirt,33,0.9090909090909091,1.0
pathmark,33,0.9090909090909091,0.9833333333333333
mustang hood scoop,32,0.90625,0.0498630750625322
my space,414,0.9057971014492754,0.980311111111111
wits end,137,0.9051094890510949,0.9462365591397849
dob ny,21,0.9047619047619048,0.8394736842105263
porn com,21,0.9047619047619048,0.2979323308270677
masturbating with men stories,42,0.9047619047619048,0.11051374887662564
slavery shackles,42,0.9047619047619048,0.07953378115096477
welcome to trend,41,0.9024390243902439,1.0
xanga,20,0.9,1.0
landfall realty,20,0.9,1.0
wells fargo,60,0.9,0.9753086419753088
wncc homepage,20,0.9,0.9722222222222222
baby names,20,0.9,0.6090167548500882
jobs for teens in killeen texas,20,0.9,0.5117283950617284
camel toe,20,0.9,0.18815639907709736
quedate lara fabian,20,0.9,0.18515028907185768
pictures willy t s norman island,20,0.9,0.1561209140208108
exercises for thoracic spine,20,0.9,0.03576116851845185
nalgas de yegua,29,0.896551724137931,0.1846153846153846
free topless filipino girls,57,0.8947368421052632,0.5899540167843298
nalgas grandes,37,0.8918918918918919,0.37234465870829503
