query_norm,q_count,ctr,mrr
nascar com,46,0.5217391304347826,0.8421296296296296
my space com,33,0.7878787878787878,0.7865384615384615
www americansingles com,65,0.8,1.0
hemi powered,43,0.0,
bob marley photos,55,0.0,
murderdolls,121,0.049586776859504134,0.22797619047619047
ign com,64,0.234375,0.8895238095238095
babes,21,0.14285714285714285,0.5555555555555555
6 volt dc to 120 volt ac inverter,28,0.10714285714285714,0.05241521068859198
soccer babe,25,0.0,
wal mart,21,0.6666666666666666,0.9285714285714286
weather com,53,0.660377358490566,0.9071428571428571
personal massager,23,0.4782608695652174,0.14086860163984435
onions,43,0.0,
chris klein,23,0.2608695652173913,0.18075396825396828
chicago,28,0.0,
daily jigsaw,53,0.07547169811320754,0.3027777777777778
antique german silver purses,32,0.96875,0.06584607239935944
photobucket com,43,0.8837209302325582,1.0
massage parlor reviews,71,0.8450704225352113,0.2554920213418846
squirt,33,0.9090909090909091,1.0
nylottery org,24,1.0,0.8708333333333332
porn com,21,0.9047619047619048,0.29793233082706766
m,47,0.0425531914893617,0.26666666666666666
alaska s pilgrim family,29,0.4827586206896552,0.152258572319464
landscaping,37,0.0,
comhttp,33,0.0,
kelly blue book,20,0.8,0.8333333333333333
toni morrison,20,0.8,0.34502840909090904
nappa vegeta,22,0.0,
flalottery,44,0.9772727272727273,1.0
free tiny tit girls,30,0.9666666666666667,0.10566273434392402
arabian horses,28,0.17857142857142858,0.23414676643633717
selena,23,0.08695652173913043,0.5555555555555556
photos of fresno california,48,0.9583333333333334,0.1445400746751851
naked young girls,24,0.9583333333333334,0.0832027418607445
putney vt,22,0.0,
r,20,0.0,
invitation,22,0.0,
plants,23,0.0,
tiffany amber thiessen,22,0.0,
free kindergarten learning pages,20,0.95,0.050582919530910875
el tovar hotel photo,26,1.0,0.16824198119564768
gidget gein,41,0.0,
jennie garth,29,0.0,
radium metal,29,0.0,
carolina pt cruisers,27,0.14814814814814814,1.0
sailingcouples com,21,0.5238095238095238,0.7303030303030303
kenny dash,21,0.2857142857142857,0.5375
verizon,51,0.6666666666666666,0.7023225957049486
party girls,64,0.578125,0.5382017034456059
craigslist,609,0.8883415435139573,0.7295824274004777
plenty,78,0.9487179487179487,0.8693693693693693
insidewinston com,116,0.9310344827586207,0.9907407407407407
aol crime news,49,0.9795918367346939,1.0
google com,295,0.6677966101694915,0.9743654822335025
theosophical society,53,0.0,
yahoo personals,211,0.07582938388625593,1.0
ben affleck,47,0.0425531914893617,0.3125
sweet tooth,81,0.0,
calvin klein hip brief,20,0.0,
hungarian horse,50,0.0,
american airlines,41,0.34146341463414637,1.0
earth wind and fire,60,0.0,
kelly monaco naked pictures,31,0.6774193548387096,0.1606321173785551
helena blavatsky,40,0.0,
candy samples gallery,40,0.5,0.07176871958276562
www ebay com,32,0.03125,0.25
the pianist,30,0.9333333333333333,0.32653061224489793
mirrored furniture,37,0.918918918918919,0.08938398311111431
sex,33,0.24242424242424243,0.4455357142857143
www yahoo com,214,0.616822429906542,0.9150883838383839
office depot,27,0.4074074074074074,0.8939393939393938
barnes and noble,35,0.08571428571428572,1.0
brad pitt,51,0.0,
bounce out,78,0.0,
amalia1950,55,0.0,
www imperialmajesty com,20,0.0,
home depot,40,0.425,0.9705882352941176
frfcu,39,0.9230769230769231,1.0
yahoo groups,24,1.0,1.0
masturbating with men stories,42,0.9047619047619048,0.11051374887662561
concord nh weather report,22,0.9545454545454546,1.0
msn com,36,0.6944444444444444,0.96
monster com,27,0.2222222222222222,1.0
speedo boys,28,0.0,
pretty easter egg,32,0.0,
ubertar,37,0.7837837837837838,0.14351375071656378
resell time share vacation,21,0.0,
agentcafe com,28,0.9642857142857143,0.7037037037037036
yahoo,496,0.7540322580645161,0.7989356747483682
xanga,20,0.9,1.0
www google com,123,0.43089430894308944,1.0
alta vista babel,21,0.8571428571428571,1.0
fidelity com,240,0.9166666666666666,0.8480158730158732
al 4a,67,0.8805970149253731,1.0
bbandt com,73,0.958904109589041,0.9892857142857143
super nalgas,37,0.8918918918918919,0.35899378399378395
crossdresser com,86,0.9534883720930233,0.08272748171239384
catfighting wedgies,42,0.8571428571428571,0.2813463462531802
www cartoonetwork com,276,0.0,
speedo diver,63,0.0,
madonna,134,0.007462686567164179,0.07692307692307693
what students say about whitworth college,54,0.7037037037037037,0.054429359402043985
paris hilton,109,0.08256880733944955,0.31459435626102294
bali,28,0.0,
michal zebrowski,80,0.125,0.3786111111111111
www wwe com,50,0.48,0.7404761904761905
breast cancer,28,0.0,
yahoomail com,44,0.9318181818181818,0.8983739837398372
foodservicerumors com,23,0.9565217391304348,0.9590909090909091
seaward products,21,1.0,0.31029240169277755
espn,25,0.8,0.8541666666666667
adult vacations,57,0.7017543859649122,0.19273693765287528
wknr,31,0.967741935483871,0.9833333333333333
what whitworth college is like,27,0.5185185185185185,0.019388606513767805
cat,30,0.0,
ed gein,24,0.0,
cock com,24,1.0,0.07364475785594982
ask,31,0.7741935483870968,0.7350783475783476
bunny figurines,32,0.65625,0.07575427754695976
www presbyterian org,29,0.4482758620689655,0.40318018543986095
dob ny,21,0.9047619047619048,0.8394736842105263
grandes nalgas calientes,24,0.7083333333333334,0.16111111111111115
books,22,0.09090909090909091,0.22916666666666666
cnet,26,1.0,0.5038461538461538
love is pictures,21,0.0,
www nickystarks com,23,0.6521739130434783,0.5
black challenger,22,0.0,
dominic purcell,37,0.16216216216216217,0.3333333333333333
circuit city,22,0.09090909090909091,1.0
los culos mas grandes,23,0.9565217391304348,0.3716450216450217
ass galleries,34,0.7941176470588235,0.08645144680485811
sean preston,41,0.0,
lucy from the chronicles of narnia,20,0.0,
baby names,20,0.9,0.6090167548500882
teen titans,72,0.09722222222222222,0.07974378562613858
google,1639,0.851738865161684,0.9902041547277938
lightspeedgirls,190,0.42105263157894735,0.032939040032741236
dictionary,199,0.7939698492462312,0.5775795934023782
koika,106,0.9811320754716981,0.07245585332126256
african adire,25,0.96,0.05791280845284521
landfall realty,20,0.9,1.0
dk16,31,0.06451612903225806,0.004086430810568742
wncc homepage,20,0.9,0.9722222222222222
black planet,57,0.8070175438596491,0.9818840579710144
scottrade,20,0.45,1.0
texas businesses for sale,43,0.9302325581395349,0.10021995904993804
yahoo mail,306,0.9150326797385621,0.9709268707482993
concord monitor newspaper concord nh,43,0.813953488372093,0.8504761904761905
kristen,99,0.6565656565656566,0.5230769230769231
brian austin green,29,0.27586206896551724,0.35882936507936514
children print color,28,0.0,
bettie page,55,0.0,
www,40,0.0,
speedos,232,0.0,
tori spelling,22,0.0,
slipknot,150,0.07333333333333333,0.39999999999999997
baylor school of music,76,0.5,0.36204336599073433
cradle of filth,21,0.047619047619047616,1.0
about houston baptist university,55,0.509090909090909,0.02519065431995837
superman,36,0.0,
shekere,27,0.8518518518518519,0.047442578519851814
nys lottery,26,1.0,0.9743589743589743
weather,99,0.1919191919191919,0.7640977443609023
joey jordison,58,0.0,
information on seahorses,21,0.5714285714285714,0.2248837349128047
fafsa,27,0.9629629629629629,0.917948717948718
asrt,35,1.0,1.0
party girl,60,0.8833333333333333,0.4465408805031446
mosrite of california,22,1.0,0.08485662449375217
mailbox,21,0.0,
grand central station,24,0.041666666666666664,0.16666666666666666
travelocity,37,0.32432432432432434,1.0
new york state estate tax,22,0.8181818181818182,0.17076960563802668
welcome to trend,41,0.9024390243902439,1.0
mustang hood scoop,32,0.90625,0.04986307506253221
eleanor roosevelt and franklin roosevelt,22,0.0,
escorts,27,0.7777777777777778,0.26190532082786244
optical illusions,29,1.0,0.1914802484267094
pictures of beautiful people,20,0.0,
netflix,22,0.0,
powerball lottery,70,0.8714285714285714,0.32295081967213113
the n com,34,0.8529411764705882,0.8296934865900384
www suntrust com,87,0.7931034482758621,1.0
charleston gazette,93,0.978494623655914,0.9518576661433804
african wooden combs,36,0.9722222222222222,0.0393780675567095
myspace,266,0.8646616541353384,0.8918650793650792
www pictureview com,97,0.979381443298969,0.9947368421052631
bankofamerica,278,0.9388489208633094,1.0
swimming pool liners,36,0.8888888888888888,0.12266027064885435
young girls galleries,36,0.9444444444444444,0.10795835764428977
autism,20,0.25,0.3061126166817224
pictures of sexy girls,20,0.0,
wednesday 13,55,0.0,
map quest,109,0.5412844036697247,0.9057909604519774
adserver ign com,357,0.0,
northwest airlines,20,0.75,0.8555555555555556
target com,25,0.16,1.0
lamborghini diablo,55,0.0,
sloths,31,0.1935483870967742,0.408994708994709
best buy,35,0.14285714285714285,1.0
topfreedom com,48,0.8541666666666666,0.57923804900132
undefined,27,0.0,
http,132,0.0,
drew barrymore,21,0.0,
kiss and tell mp3 g love special sauce free,25,0.92,0.023177488068791097
african bead store,38,0.8157894736842105,0.019739264373324156
pogo com,35,0.17142857142857143,1.0
mortgage calculator,23,0.6956521739130435,0.5815972222222222
maps,36,0.5,0.7361111111111112
atomic bomb cloud,59,0.0847457627118644,0.5666666666666667
teenie files,27,0.8888888888888888,0.9166666666666666
jigzone,101,0.8514851485148515,0.9722747093023255
mary preston jewelry,25,0.68,0.33081540256400066
what whitworth students do for fun,26,0.3076923076923077,0.11613091365998342
blogs for whitworth college students,43,0.5581395348837209,0.006079355225362691
catfighting galleries,20,1.0,0.2523999559951572
yoga bags,46,0.0,
lenore,45,0.9111111111111111,0.14437068471160433
nalgas culos calientes,21,1.0,0.19545694346114514
franchise tax board,22,1.0,0.9772727272727273
nick lachey,22,0.4090909090909091,0.44305555555555554
muvico 24,47,0.9574468085106383,0.8581481481481481
cher,21,0.0,
mapping the gene for huntington s disease,41,0.8780487804878049,0.06719930120526478
kmart,24,0.2916666666666667,0.9285714285714286
espn com,20,0.5,0.7811111111111112
cnn,22,0.8181818181818182,0.9555555555555555
misael,21,0.7142857142857143,0.22933900588491693
wits end,137,0.9051094890510949,0.9462365591397849
modular homes,24,0.7083333333333334,0.24926114190820073
african carved combs,36,1.0,0.10402464827286834
freeones,66,0.9848484848484849,0.9846153846153847
intracoastal realty,22,1.0,0.9696969696969698
myrtle beach sc,34,0.20588235294117646,0.046216502795450164
sexo duro,22,0.9545454545454546,0.2472428365285508
pet markers,23,0.9130434782608695,0.13296880156638244
free sex games,59,0.9322033898305084,0.478989898989899
yahoosports,228,0.9385964912280702,0.9908099688473521
horoscopes,37,0.32432432432432434,1.0
northeast softball ezboard,87,0.8505747126436781,0.9864864864864865
jennifer aniston,29,0.0,
www myspace com,76,0.3684210526315789,0.7622023809523809
acey slade,26,0.0,
flag of ecuador,22,0.0,
the insider,37,0.8648648648648649,0.24791666666666667
cappagallo clothes,21,0.0,
josh harnett,29,0.0,
pierpoint landing,81,0.9506172839506173,1.0
thoroughbred racing,25,0.04,1.0
orbitz,31,0.3548387096774194,0.9393939393939393
jewel,24,0.125,0.75
craglist,27,0.1111111111111111,0.24537037037037038
nude pictures,34,0.5882352941176471,0.12468918223571615
screensavers,32,0.40625,0.41954142348879186
arabian foal,36,0.0,
dj loco entertainment,26,0.038461538461538464,0.0033222591362126247
hotels,20,0.2,0.5208333333333333
lisa marie presley,60,0.0,
staples,25,0.36,0.8703703703703703
www boobot com,21,0.2857142857142857,0.888888888888889
girls,32,0.1875,0.39444444444444443
silly,31,0.0,
james blunt your beautiful music code,20,0.95,0.236650922177238
goggle,31,0.41935483870967744,0.8692307692307693
jackie chan adventures hentai,21,0.047619047619047616,0.14285714285714285
oralsex com,22,0.4090909090909091,0.03528666848649206
nevada brothels,21,0.8095238095238095,0.2393443388521662
harlequin,105,0.9142857142857143,1.0
free topless filipino girls,57,0.8947368421052632,0.5899540167843298
ines cudna,20,0.95,0.1190985098462252
driving directions,28,0.7142857142857143,0.5287499999999999
weddingchannel com,58,0.9310344827586207,1.0
disney channel com,32,0.59375,1.0
strapon,66,0.8636363636363636,0.14705243794200432
qvc,22,0.8636363636363636,0.9605263157894737
hickory north carolina,22,0.6818181818181818,0.27926166426166427
mvrhs,137,0.8832116788321168,0.993801652892562
yahoo sports,249,0.927710843373494,0.5173160173160173
myspace com,286,0.6958041958041958,0.8717755443886096
criss angel,33,0.18181818181818182,0.37129629629629624
jellyfish black white,26,0.0,
ebay com,124,0.29838709677419356,0.6711711711711711
pictures of kissing lips,25,0.0,
ticketmaster,42,0.7619047619047619,0.96875
amazon,35,0.5714285714285714,0.975
newyorkschoolofbartending,27,0.7037037037037037,0.9736842105263158
putas,23,0.9565217391304348,0.4102996137165488
free republic,114,0.9473684210526315,0.973027851955055
ashuelot nh,36,0.05555555555555555,0.020673486786018755
jimmy carter human rights,22,0.3181818181818182,0.36842403628117915
slinky,45,0.0,
plus size dresses,20,0.7,0.1846706203849061
disneyland,25,0.04,0.5
limewire,24,0.5833333333333334,0.880952380952381
bishop eddie long,32,0.6875,0.046073334579189634
belamionline com,56,0.9285714285714286,1.0
minnie party supplies,20,1.0,0.31643814518814517
erotic spanking,38,1.0,0.17871551778426253
vaults of atlantis,23,0.0,
billards,35,0.0,
demi moore,48,0.041666666666666664,0.625
milf com,20,1.0,0.2767150223725854
eric griffin,34,0.0,
veyron,40,0.25,0.695
myspace car backgrounds,26,0.8846153846153846,0.1600133529689851
harlem hoopsters,21,0.6190476190476191,0.26410974646268764
ligament supplements,33,0.7272727272727273,0.10517316947036875
deal or no deal,28,0.8571428571428571,0.6527777777777778
sprint,29,0.7586206896551724,1.0
about baylor university,34,0.4117647058823529,0.07432115699159406
road runner,33,0.0,
nalgas de yegua,29,0.896551724137931,0.1846153846153846
hippo pictures,26,0.0,
vagina,27,0.5555555555555556,0.10997464689894484
speedo beach,21,0.0,
traitor,32,0.0,
john steinbeck,31,0.1935483870967742,0.37103174603174605
match com,124,0.9274193548387096,0.9221739130434784
my lycos,28,0.9642857142857143,1.0
free chat,73,0.8082191780821918,0.8893529728275491
yoruba pots,53,0.8301886792452831,0.06839560925258772
www sbcyahoo com,38,0.05263157894736842,0.5555555555555556
stickyhole,57,0.7719298245614035,0.9338025194287053
ashuelot,25,0.44,0.008477435785224441
mv times,26,0.9615384615384616,0.9533333333333335
cdot,27,0.9629629629629629,0.5
dvd43free,20,0.85,0.2684873949579831
wells fargo,60,0.9,0.9753086419753086
mysapce com,22,0.0,
ricky martin beach,74,0.0,
pal,126,0.0,
chelmno camp,42,0.0,
german shepherd puppies,102,0.0,
whales,66,0.015151515151515152,0.25
mycl cravelyrics com,49,0.0,
pasta con sarde,22,1.0,0.1789510947194595
food network,25,0.76,0.9385964912280703
african fabrics,25,0.8,0.2595067292600187
nbc com,29,0.5517241379310345,1.0
www briloon org,27,0.9259259259259259,0.4657142857142857
rotten com,31,1.0,0.6645545314900153
baynews9,21,0.9523809523809523,0.9666666666666668
internet,110,0.02727272727272727,0.3148148148148148
mouse,28,0.03571428571428571,0.015151515151515152
wentworth miller,26,0.23076923076923078,0.25787037037037036
vh1,21,0.19047619047619047,0.4011904761904762
myspace layouts for guys,37,0.8108108108108109,0.09386777819566466
pagan kitchen,32,0.9375,0.27512323231399666
adultfriendfinder com,31,0.8064516129032258,0.8613333333333333
aaa speed trap in florida,29,0.9655172413793104,0.252791058148201
craigslist ny,27,0.9629629629629629,0.9102564102564104
josh duhamel,54,0.07407407407407407,0.36875
london aftermidnight,60,0.0,
chelmno,29,0.0,
dressage arabian,44,0.0,
female masturbation clips,34,0.8529411764705882,0.11273657650148328
candy samples,35,0.34285714285714286,0.09895891846365236
preteenz,21,0.9523809523809523,0.1799198717948718
ryan reynolds,27,0.0,
leukemia,30,0.16666666666666666,0.5066666666666666
lifeguard men,27,0.0,
petroeuro,31,0.8709677419354839,0.2765367965367965
leesburg library,65,0.9384615384615385,1.0
bank of america,97,0.9484536082474226,1.0
masturbation clips videos,25,0.88,0.0675652143790936
oakland raiders,79,0.9367088607594937,0.22125160875160874
willy t s pictures norman island,21,0.9523809523809523,0.14080555742067954
cities in texas,37,0.918918918918919,1.0
www register news com,107,0.6074766355140186,0.8993772893772894
stanislaus library,65,0.9230769230769231,1.0
eleanor roosevelt,31,0.1935483870967742,0.5472222222222222
cheerleader spanking galleries,21,0.7619047619047619,0.1305691339584802
harford edu,23,0.8695652173913043,0.875
pogo,38,0.3157894736842105,0.8958333333333334
hydrogen bomb,40,0.025,0.5
privacy fences,35,0.0,
h,22,0.18181818181818182,0.15625
wade rubenstein gullboy,32,0.65625,0.032191229598881974
sault ste marie mi weather,37,0.9459459459459459,1.0
http www my space com,33,0.8181818181818182,0.8462962962962963
traci lords gallery,34,0.9705882352941176,0.05926235188116088
wamu com,27,0.8148148148148148,1.0
hotornot com,22,0.9545454545454546,1.0
usajobs com,70,0.9142857142857143,0.8723958333333333
youtube com,24,0.7083333333333334,0.9495798319327731
epithelial cells,28,0.42857142857142855,0.11676766328984071
cartoon ufo,20,0.0,
lyrics,23,0.5652173913043478,0.6121794871794871
music students at whitworth college,25,0.08,0.06944444444444445
capital one,22,0.45454545454545453,0.95
pics on lucille ball as a baby,37,0.21621621621621623,0.44166666666666665
hot girl,21,0.19047619047619047,0.875
nextel,21,0.7142857142857143,0.8111111111111112
free wallpaper,26,1.0,0.13951778720194435
dog the bounty hunter,46,0.08695652173913043,0.3958333333333333
msn,51,0.8823529411764706,0.7381481481481482
shakira,39,0.20512820512820512,0.7604166666666666
my,20,0.3,1.0
mariah carey,22,0.0,
butterfly party,23,1.0,0.1136001814323508
growth factor supplements for ligaments,21,0.8095238095238095,0.10431185675018326
foodnetwork,23,0.4782608695652174,0.6672936259143156
young nude girls,34,0.9411764705882353,0.07144333798920406
winchester nh,33,0.18181818181818182,0.039227092352092346
mysp,31,0.0,
wwwbigcocks,25,0.92,0.43033723522853956
cingular,36,0.3888888888888889,0.6533625730994151
kelly clarkson,36,0.027777777777777776,0.1
aventura,21,0.09523809523809523,0.75
bank of america online banking,24,1.0,1.0
st ursula school,27,1.0,0.3611111111111111
hotstepper mp3,36,1.0,0.04063547518515997
walmart,75,0.5866666666666667,0.9659090909090909
dsw com,49,0.8163265306122449,0.27047556610056606
whitworth college student blogs,53,0.4716981132075472,0.04418486750140589
traci lords,53,0.5094339622641509,0.023201200584248297
nigeria news,23,0.9565217391304348,0.3563339275103981
old testament time line,24,1.0,0.17851319343901897
games,27,0.3333333333333333,0.537037037037037
nalgas grandes,37,0.8918918918918919,0.3723446587082951
jim feist,58,0.7931034482758621,1.0
nasty tshirts,21,0.7619047619047619,0.5319444444444446
jessica simpson,32,0.125,0.3384920634920635
dragonballz,58,0.0,
high school sports in corpus christi,38,0.0,
exmoor pony,21,0.0,
matthew fox,79,0.0379746835443038,0.38888888888888884
happy st patricks day,29,0.0,
tony stewart,30,0.0,
rolex kentucky event,28,0.0,
chinese astrology tiger,22,0.9545454545454546,0.06987534116603053
diaper wreath,25,1.0,0.21947150802413962
tuareg bags,44,1.0,0.12453728804043963
high school musical,24,0.6666666666666666,0.17695513790587816
ups tracking,35,0.9714285714285714,0.9607843137254901
shemales,36,0.8888888888888888,0.3892496392496392
kiss 1061,46,0.8695652173913043,1.0
verizon com,36,0.6388888888888888,0.9565217391304348
jamierenae com,25,0.96,0.25979136604136605
kffl,43,1.0,1.0
seven blessings of passover,20,0.4,0.31135000272335195
american idol,105,0.4380952380952381,0.9233954451345755
ginger fish,22,0.0,
bam margera,21,0.09523809523809523,0.55
my first sex teacher,20,1.0,0.10277165474586629
pregnancy,42,0.8095238095238095,0.3511003470213996
adult partying,27,0.7407407407407407,0.3031133132798336
chris daughtry,39,0.2564102564102564,0.21678571428571428
rob zombie,41,0.0,
www horoscope com,30,0.16666666666666666,1.0
dani filth,30,0.0,
remax queens ny,36,0.9166666666666666,0.254295604714265
yahoo messenger,20,0.4,0.8095238095238094
men in briefs,21,0.0,
man swimsuit,20,0.0,
fairy collectibles,20,1.0,0.15071907659294545
us airways,27,0.37037037037037035,1.0
07 lamborghini murcielago,20,0.0,
ashley massaro,29,0.20689655172413793,0.5821428571428572
spanking galleries,21,0.7619047619047619,0.16621077082503968
proxy,21,1.0,0.1231629243799375
dress up games for kids,38,0.9736842105263158,0.9756756756756757
department of children and families,64,0.953125,0.9781420765027323
usps,32,0.65625,0.9285714285714286
richards realm,100,0.53,1.0
www nick com,57,0.05263157894736842,1.0
houston baptist school of music,75,0.16,0.84375
visim dark,20,0.2,0.06094719202294404
massage parlors,63,0.5555555555555556,0.11780043988444573
thong bunz,37,1.0,0.9040540540540539
hello kitty princess,39,0.9743589743589743,0.5611319966583124
nudist,23,0.5652173913043478,0.013167156608617182
profileedit myspace com,28,0.0,
zapcdmusic com,42,0.0,
palomino arabian,57,0.0,
history,107,0.0,
vampbe dreamhost com,24,0.0,
myfloridacounty,53,0.8867924528301887,0.9556737588652482
prom dresses,21,0.47619047619047616,0.30777777777777776
phantom of the opera,28,0.03571428571428571,0.25
www edinburgpolitics com,20,0.45,0.4851851851851852
native americans,39,0.0,
jenna jameson,20,0.0,
southeast asia map,24,0.16666666666666666,0.5083333333333333
the sims,43,0.0,
chelmno death camp,24,0.0,
southwest airlines,77,0.8181818181818182,0.9920634920634921
tapit,21,0.0,
eddie van halen,31,0.03225806451612903,0.2
sault ste marie mi news,27,0.9259259259259259,0.94
pncbank com,26,0.9615384615384616,1.0
gjsentinel,22,0.9545454545454546,0.9682539682539684
niurka marcos,20,0.0,
dope,28,0.0,
aim mail,21,0.2857142857142857,0.8541666666666666
mortal kombt,31,1.0,0.40357142857142847
trakehner,28,0.0,
jobs for teens in killeen texas,20,0.9,0.5117283950617284
speedos divers,30,0.0,
c,23,0.0,
jesse mccartney,85,0.3176470588235294,0.5603298171979754
sexy shoes,65,0.9384615384615385,0.06867303118313557
candy samples galleries,60,0.8833333333333333,0.07690570317377866
yellow pages,54,0.48148148148148145,0.5993589743589745
